"US"	3378019	0.5819464011	0.01514793138
"UNITED STATES"	1752965	0.5875411089	0.003471261548
"COUNTRY NOT SPECIFIED"	398614	0.5596065366	0.01068452187
"GB"	185309	0.4709269382	0.01894133582
"JP"	141677	0.4113864636	0.02292538662
"UNITED KINGDOM"	107061	0.4864142872	0.003362569003
"FR"	106372	0.4847798293	0.01844470349
"CA"	103999	0.5678612294	0.01361551553
"JAPAN"	103120	0.4425717611	0.002055857254
"DE"	90819	0.4867703895	0.02344223125
